,Date,Machine_ID,Assembly_Line_No,Coolant_Temperature,Hydraulic_Oil_Temperature,Spindle_Bearing_Temperature,Spindle_Vibration,Tool_Vibration,Voltage,Torque,Downtime,Hydraulic_Pressure,Coolant_Pressure,Air_System_Pressure,Cutting,Spindle_Speed
38,2022-01-08,Makino-L1-Unit1-2013,Shopfloor-L1,26.4,54.3,33.2,0.804,27.37,281.0,24.02747999,Machine_Failure,9001000.0,656033.2,612565.6,3590.0,390.5
39,2022-01-09,Makino-L2-Unit1-2015,Shopfloor-L2,11.9,43.7,39.4,0.981,34.651,369.0,23.01508943,No_Machine_Failure,9285574.0,515709.8,623569.5,2700.0,235.9
40,2022-01-09,Makino-L3-Unit1-2015,Shopfloor-L3,30.3,48.5,37.2,1.558,18.976,315.0,16.96410507,Machine_Failure,6410000.0,494170.9,673798.0,2940.0,460.2
41,2022-01-09,Makino-L2-Unit1-2015,Shopfloor-L2,29.8,39.1,35.3,0.953,30.128,322.0,15.1197393,Machine_Failure,8549000.0,493017.3,653505.4,2730.0,442.1
42,2022-01-09,Makino-L2-Unit1-2015,Shopfloor-L2,24.4,51.1,38.6,1.096,18.725,361.0,17.89931102,Machine_Failure,7599000.0,493155.4,640127.4,3780.0,443.4
43,2022-01-09,Makino-L2-Unit1-2015,Shopfloor-L2,12.2,46.8,37.7,1.783,24.458,392.0,23.01287057,No_Machine_Failure,7357216.1,515844.5,672094.5,2810.0,237.8
44,2022-01-10,Makino-L1-Unit1-2013,Shopfloor-L1,9.8,49.3,36.8,1.339,17.126,313.0,14.20288973,Machine_Failure,13593000.0,689318.2,620587.3,2800.0,328.8
45,2022-01-10,Makino-L3-Unit1-2015,Shopfloor-L3,9.9,43.3,38.4,1.284,22.487,341.0,23.01065214,No_Machine_Failure,13712795.9,310696.0,644280.4,3000.0,345.8
46,2022-01-10,Makino-L1-Unit1-2013,Shopfloor-L1,4.5,47.3,38.9,0.684,31.535,354.0,34.97300419,No_Machine_Failure,9045874.7,516040.3,700278.9,2020.0,221.2
47,2022-01-11,Makino-L3-Unit1-2015,Shopfloor-L3,4.5,47.7,37.4,1.994,25.405,342.0,22.99181275,No_Machine_Failure,16185128.1,516144.1,630106.9,2556.7,346.1
48,2022-01-11,Makino-L1-Unit1-2013,Shopfloor-L1,26.7,44.5,41.8,0.698,31.208,375.0,24.22253793,Machine_Failure,6376000.0,683941.3,629620.7,2660.0,443.4
49,2022-01-11,Makino-L3-Unit1-2015,Shopfloor-L3,23.8,43.8,37.9,0.706,25.444,435.0,24.21639444,Machine_Failure,14236000.0,686394.4,634726.4,2810.0,341.7
50,2022-01-12,Makino-L2-Unit1-2015,Shopfloor-L2,21.2,51.2,27.4,1.142,30.173,354.0,23.34027574,No_Machine_Failure,1532576.1,508886.8,623502.8,2900.0,340.9
51,2022-01-12,Makino-L3-Unit1-2015,Shopfloor-L3,5.5,48.2,42.5,1.238,28.135,325.0,24.13803216,Machine_Failure,7525000.0,696063.6,681104.0,2580.0,420.9
52,2022-01-12,Makino-L2-Unit1-2015,Shopfloor-L2,21.2,52.4,32.6,0.954,33.398,434.0,23.32545073,No_Machine_Failure,11811610.3,509282.5,669472.3,2840.0,341.1
53,2022-01-12,Makino-L3-Unit1-2015,Shopfloor-L3,6.9,43.6,30.9,1.086,26.399,319.0,24.23483426,Machine_Failure,5757000.0,535862.4,620034.4,2660.0,328.3
54,2022-01-12,Makino-L1-Unit1-2013,Shopfloor-L1,10.4,49.7,32.3,1.529,23.975,317.0,24.20043595,Machine_Failure,8834000.0,486086.2,686005.6,2670.0,328.8
55,2022-01-13,Makino-L3-Unit1-2015,Shopfloor-L3,24.4,45.2,30.1,0.839,23.993,341.0,24.15635278,Machine_Failure,8329000.0,591835.7,600050.1,2910.0,329.4
56,2022-01-13,Makino-L1-Unit1-2013,Shopfloor-L1,25.6,44.6,36.9,0.46,18.102,372.0,24.13315135,Machine_Failure,9232000.0,656033.2,601923.8,2730.0,329.7
57,2022-01-13,Makino-L1-Unit1-2013,Shopfloor-L1,26.4,48.9,40.4,1.15,19.728,367.0,24.18449848,Machine_Failure,9008000.0,556785.7,662535.9,2870.0,329.0
58,2022-01-13,Makino-L2-Unit1-2015,Shopfloor-L2,27.0,52.4,38.7,0.882,29.345,352.0,24.01901791,Machine_Failure,6813000.0,456685.4,675054.5,2900.0,331.3
59,2022-01-13,Makino-L2-Unit1-2015,Shopfloor-L2,28.7,46.1,34.9,0.826,28.693,339.0,24.17959887,Machine_Failure,7360000.0,683941.3,647008.2,2800.0,329.1
60,2022-01-13,Makino-L1-Unit1-2013,Shopfloor-L1,7.4,47.0,41.0,1.013,18.841,406.0,23.29472041,No_Machine_Failure,8296880.8,510262.5,695371.2,2000.0,341.6
61,2022-01-14,Makino-L1-Unit1-2013,Shopfloor-L1,21.1,40.5,33.5,0.843,22.864,479.0,34.97300419,No_Machine_Failure,9285574.0,507749.8,678075.1,1950.0,340.4
62,2022-01-14,Makino-L1-Unit1-2013,Shopfloor-L1,17.3,45.3,34.0,0.775,34.531,414.0,16.96410507,Machine_Failure,7335000.0,497622.1,621399.0,2800.0,333.6
63,2022-01-14,Makino-L1-Unit1-2013,Shopfloor-L1,21.3,43.9,34.0,1.021,24.808,332.0,35.5812209,No_Machine_Failure,7357216.1,510140.5,644753.4,1890.0,341.6
64,2022-01-14,Makino-L1-Unit1-2013,Shopfloor-L1,21.1,38.7,35.1,1.489,30.863,336.0,32.51929855,No_Machine_Failure,9285574.0,508739.4,621800.3,1880.0,340.8
65,2022-01-14,Makino-L2-Unit1-2015,Shopfloor-L2,8.7,40.1,37.2,1.119,24.832,371.0,16.44955444,Machine_Failure,6106000.0,496735.7,686448.3,2760.0,333.1
66,2022-01-14,Makino-L2-Unit1-2015,Shopfloor-L2,20.9,52.4,31.9,1.45,35.979,273.0,15.1197393,Machine_Failure,6656000.0,497642.4,651874.3,2830.0,333.6
67,2022-01-14,Makino-L3-Unit1-2015,Shopfloor-L3,25.8,43.8,42.4,0.777,12.992,361.0,14.20288973,Machine_Failure,8424000.0,497159.4,610631.1,2920.0,333.2
68,2022-01-15,Makino-L2-Unit1-2015,Shopfloor-L2,28.7,42.4,35.8,1.89,25.249,375.0,15.1197393,Machine_Failure,15747000.0,497523.2,572538.1,2740.0,341.7
69,2022-01-16,Makino-L3-Unit1-2015,Shopfloor-L3,17.7,46.0,37.7,0.641,18.776,369.0,14.10999444,Machine_Failure,9282000.0,689318.2,678719.7,2840.0,442.1
70,2022-01-16,Makino-L2-Unit1-2015,Shopfloor-L2,5.7,46.3,41.8,1.197,24.494,475.0,23.36998238,No_Machine_Failure,14902236.4,305314.9,592301.0,2870.0,320.0
71,2022-01-16,Makino-L2-Unit1-2015,Shopfloor-L2,6.8,42.1,34.1,0.566,23.677,325.0,32.4913785,No_Machine_Failure,12457808.0,388883.5,560981.6,2680.0,221.2
72,2022-01-16,Makino-L3-Unit1-2015,Shopfloor-L3,7.4,47.6,30.1,0.944,19.439,311.0,23.35969076,No_Machine_Failure,13693136.1,389503.1,628972.7,2960.0,235.9
73,2022-01-16,Makino-L3-Unit1-2015,Shopfloor-L3,5.3,55.9,40.5,0.459,30.313,315.0,14.44705039,Machine_Failure,12322000.0,484252.1,593288.5,2640.0,390.5
74,2022-01-16,Makino-L2-Unit1-2015,Shopfloor-L2,5.0,45.8,37.7,0.848,23.224,344.0,14.20288973,Machine_Failure,8858000.0,591835.7,585260.6,2670.0,460.2
75,2022-01-17,Makino-L1-Unit1-2013,Shopfloor-L1,12.8,47.7,34.8,1.825,28.713,268.0,23.978001,Machine_Failure,9985000.0,495024.2,665959.8,3690.0,331.8
76,2022-01-17,Makino-L2-Unit1-2015,Shopfloor-L2,21.1,49.4,26.5,1.118,26.676,372.0,30.51400825,No_Machine_Failure,14344013.5,508021.5,771244.1,1910.0,340.6
77,2022-01-18,Makino-L1-Unit1-2013,Shopfloor-L1,21.1,44.3,34.6,0.512,23.388,405.0,30.51400825,No_Machine_Failure,7146602.0,508608.9,564106.8,2900.0,270.0
78,2022-01-18,Makino-L3-Unit1-2015,Shopfloor-L3,25.6,46.0,32.7,0.705,29.898,322.0,23.978001,Machine_Failure,6665000.0,494891.7,715979.2,3490.0,298.6
79,2022-01-18,Makino-L1-Unit1-2013,Shopfloor-L1,21.1,49.8,41.0,0.383,25.602,383.0,32.51929855,No_Machine_Failure,11927576.2,508673.2,672991.8,2880.0,340.7
80,2022-01-19,Makino-L2-Unit1-2015,Shopfloor-L2,11.9,47.0,35.1,1.104,27.502,357.0,23.93352384,Machine_Failure,7592000.0,686394.4,744980.6,2680.0,332.4
81,2022-01-19,Makino-L3-Unit1-2015,Shopfloor-L3,9.7,50.1,34.6,0.572,22.197,307.0,23.93472375,Machine_Failure,8155000.0,495765.3,703243.1,2850.0,332.4
82,2022-01-19,Makino-L1-Unit1-2013,Shopfloor-L1,23.2,44.3,33.2,0.951,25.3,413.0,23.99125584,Machine_Failure,12500000.0,683941.3,653507.5,2900.0,331.6
83,2022-01-19,Makino-L3-Unit1-2015,Shopfloor-L3,25.6,48.7,28.7,0.436,20.701,441.0,16.96410507,Machine_Failure,9558000.0,496206.9,646062.5,2680.0,332.7
84,2022-01-19,Makino-L1-Unit1-2013,Shopfloor-L1,28.7,50.4,35.9,0.947,27.982,299.0,23.91434153,Machine_Failure,9339000.0,496197.3,681915.1,2780.0,332.7
85,2022-01-19,Makino-L3-Unit1-2015,Shopfloor-L3,21.3,48.0,37.4,0.702,20.386,386.0,35.58033366,No_Machine_Failure,7046602.0,510341.0,698824.5,2970.0,253.6
86,2022-01-20,Makino-L2-Unit1-2015,Shopfloor-L2,21.3,43.7,28.7,0.798,32.605,349.0,32.37045571,No_Machine_Failure,10017310.4,510543.7,685767.7,2170.0,237.8
87,2022-01-20,Makino-L1-Unit1-2013,Shopfloor-L1,21.4,47.2,35.3,1.17,22.22,360.0,35.5812209,No_Machine_Failure,12848956.7,511263.2,619637.7,2020.0,235.9
88,2022-01-20,Makino-L2-Unit1-2015,Shopfloor-L2,5.7,43.5,36.0,1.684,29.931,286.0,31.62033518,No_Machine_Failure,14960946.0,305314.9,633136.3,1860.0,295.4
89,2022-01-20,Makino-L2-Unit1-2015,Shopfloor-L2,4.5,48.3,39.1,1.298,21.832,356.0,30.51400825,No_Machine_Failure,10914392.7,305345.1,690961.8,1850.0,270.0
90,2022-01-20,Makino-L2-Unit1-2015,Shopfloor-L2,21.5,50.9,29.2,1.175,40.066,408.0,35.58033366,No_Machine_Failure,10334207.5,512355.6,616886.8,2110.0,253.6
91,2022-01-20,Makino-L1-Unit1-2013,Shopfloor-L1,28.7,48.6,30.9,0.539,16.695,343.0,24.68341864,Machine_Failure,7331000.0,479505.3,635181.8,2850.0,466.0
92,2022-01-20,Makino-L2-Unit1-2015,Shopfloor-L2,27.0,45.43333333333334,30.0,0.738,22.811,282.0,24.69107836,Machine_Failure,6213000.0,479192.7,685229.6,2740.0,365.8
93,2022-01-21,Makino-L1-Unit1-2013,Shopfloor-L1,6.8,43.1,36.2,1.035,26.855,349.0,23.22333025,No_Machine_Failure,8705638.0,511073.3,639602.6,2880.0,270.0
94,2022-01-21,Makino-L3-Unit1-2015,Shopfloor-L3,13.8,45.3,31.2,0.851,27.676,347.0,15.90071615,Machine_Failure,7104000.0,481726.3,682183.1,3590.0,323.5
95,2022-01-21,Makino-L1-Unit1-2013,Shopfloor-L1,21.4,43.6,28.9,0.766,20.03,326.0,23.22671986,No_Machine_Failure,15615295.5,305314.9,653987.3,2110.0,237.8
96,2022-01-21,Makino-L1-Unit1-2013,Shopfloor-L1,9.9,50.7,40.4,0.782,19.646,304.0,31.62033518,No_Machine_Failure,12528723.8,310598.2,662585.6,2670.0,342.3
97,2022-01-21,Makino-L1-Unit1-2013,Shopfloor-L1,21.3,48.1,39.4,1.099,29.087,328.0,34.97300419,No_Machine_Failure,10708813.3,510586.8,707926.9,2020.0,253.6
98,2022-01-21,Makino-L3-Unit1-2015,Shopfloor-L3,21.3,45.1,33.9,0.912,21.138,319.0,23.23011046,No_Machine_Failure,13776358.5,388883.5,591750.6,1850.0,253.6
99,2022-01-21,Makino-L3-Unit1-2015,Shopfloor-L3,25.6,43.4,27.4,0.793,18.118,379.0,24.7000207,Machine_Failure,5983000.0,479051.0,758496.2,3910.0,322.1
100,2022-01-21,Makino-L1-Unit1-2013,Shopfloor-L1,8.7,53.5,36.8,0.84,29.773,423.0,30.51400825,No_Machine_Failure,8296880.8,310696.0,635265.6,2720.0,342.4
101,2022-01-21,Makino-L3-Unit1-2015,Shopfloor-L3,7.4,48.6,41.9,1.877,26.41,419.0,35.58033366,No_Machine_Failure,8113822.1,312601.1,705714.8,2680.0,343.6
102,2022-01-21,Makino-L1-Unit1-2013,Shopfloor-L1,21.3,57.2,37.5,0.635,14.487,338.0,23.22898015,No_Machine_Failure,13173981.6,305345.1,623055.7,2170.0,235.9
103,2022-01-21,Makino-L1-Unit1-2013,Shopfloor-L1,24.4,47.5,38.6,0.522,38.815,362.0,16.44955444,Machine_Failure,14598000.0,478527.3,679254.0,3490.0,321.5
104,2022-01-22,Makino-L1-Unit1-2013,Shopfloor-L1,15.0,46.2,33.7,1.39,24.684,320.0,16.44955444,Machine_Failure,6425000.0,535862.4,559178.9,2690.0,365.8
105,2022-01-22,Makino-L3-Unit1-2015,Shopfloor-L3,12.2,46.1,36.2,0.711,17.491,433.0,22.64930259,No_Machine_Failure,13611227.8,524364.3,717918.9,3000.0,351.3
106,2022-01-22,Makino-L3-Unit1-2015,Shopfloor-L3,10.6,45.5,35.2,1.5,34.791,325.0,22.63105001,No_Machine_Failure,9938790.2,524560.9,593317.0,1910.0,351.6
107,2022-01-22,Makino-L1-Unit1-2013,Shopfloor-L1,16.4,45.2,33.4,0.993,24.123,401.0,15.90071615,Machine_Failure,5695000.0,486086.2,670826.1,2770.0,341.7
108,2022-01-22,Makino-L3-Unit1-2015,Shopfloor-L3,18.2,49.3,33.2,0.435,29.467,321.0,17.89931102,Machine_Failure,5528000.0,686394.4,620192.1,2610.0,443.4
109,2022-01-22,Makino-L3-Unit1-2015,Shopfloor-L3,4.5,48.2,41.5,1.403,31.978,369.0,22.64930259,No_Machine_Failure,13088417.2,524366.2,640646.8,2020.0,351.3
110,2022-01-22,Makino-L1-Unit1-2013,Shopfloor-L1,11.9,48.0,42.3,0.892,21.597,325.0,22.63426892,No_Machine_Failure,14439397.5,524488.9,663575.5,2010.0,351.5
111,2022-01-23,Makino-L1-Unit1-2013,Shopfloor-L1,22.7,54.2,34.3,0.469,29.062,409.0,22.60961402,No_Machine_Failure,12044482.5,312601.1,701271.7,2910.0,351.9
112,2022-01-23,Makino-L2-Unit1-2015,Shopfloor-L2,22.7,48.3,41.4,1.306,12.712,280.0,22.61496921,No_Machine_Failure,11457212.4,389503.1,616670.1,2870.0,351.8
113,2022-01-23,Makino-L1-Unit1-2013,Shopfloor-L1,30.3,49.3,36.1,1.011,23.536,353.0,24.84527713,Machine_Failure,7415000.0,686394.4,752359.2,2760.0,365.8
114,2022-01-23,Makino-L2-Unit1-2015,Shopfloor-L2,22.7,50.13333333333333,43.0,0.802,26.358,345.0,22.5967719,No_Machine_Failure,13958042.1,525316.2,672644.3,2860.0,352.1
115,2022-01-23,Makino-L1-Unit1-2013,Shopfloor-L1,27.0,47.3,33.0,0.864,19.19,305.0,24.66811347,Machine_Failure,9305000.0,486086.2,681253.3,2830.0,365.8
116,2022-01-23,Makino-L1-Unit1-2013,Shopfloor-L1,22.7,52.2,34.6,0.37,39.223,355.0,22.60533169,No_Machine_Failure,11885687.1,305345.1,658688.0,2870.0,352.0
117,2022-01-24,Makino-L2-Unit1-2015,Shopfloor-L2,22.5,48.0,33.6,0.864,17.754,351.0,22.69560257,No_Machine_Failure,11869412.0,523387.7,629569.3,2110.0,320.0
118,2022-01-24,Makino-L3-Unit1-2015,Shopfloor-L3,22.7,42.3,36.3,1.199,25.089,261.0,34.97300419,No_Machine_Failure,11519624.5,310696.0,583280.7,2990.0,352.0
119,2022-01-24,Makino-L3-Unit1-2015,Shopfloor-L3,22.5,49.7,39.8,1.038,28.917,350.0,24.85691971,Machine_Failure,6702000.0,476117.7,702745.6,2830.0,320.1
120,2022-01-24,Makino-L3-Unit1-2015,Shopfloor-L3,11.9,53.2,25.5,0.532,16.286,329.0,33.35511961,No_Machine_Failure,12105679.9,523857.9,655483.7,2020.0,351.2
121,2022-01-24,Makino-L2-Unit1-2015,Shopfloor-L2,22.5,53.7,31.3,1.704,24.988,331.0,22.70099857,No_Machine_Failure,14405401.1,310696.0,643304.2,2800.0,350.5
122,2022-01-24,Makino-L2-Unit1-2015,Shopfloor-L2,22.6,47.2,36.1,0.87,19.765,285.0,32.37045571,No_Machine_Failure,14255024.7,388883.5,680913.1,2940.0,253.6
123,2022-01-24,Makino-L3-Unit1-2015,Shopfloor-L3,10.8,46.8,33.0,1.072,27.662,403.0,15.90071615,Machine_Failure,6430000.0,476043.5,662687.6,2760.0,320.0
124,2022-01-24,Makino-L3-Unit1-2015,Shopfloor-L3,26.4,40.1,34.3,0.516,21.67,386.0,16.44955444,Machine_Failure,9427000.0,475935.1,684067.7,2550.0,320.0
125,2022-01-24,Makino-L3-Unit1-2015,Shopfloor-L3,22.5,48.6,41.1,0.839,30.693,230.0,34.97300419,No_Machine_Failure,12102847.0,523076.2,723564.3,2860.0,235.9
126,2022-01-25,Makino-L2-Unit1-2015,Shopfloor-L2,6.1,49.1,30.9,1.127,37.569,373.0,24.78079419,Machine_Failure,9909000.0,683941.3,633935.5,2610.0,321.1
127,2022-01-25,Makino-L1-Unit1-2013,Shopfloor-L1,4.9,53.4,36.9,1.576,19.996,346.0,24.78336708,Machine_Failure,7896000.0,456685.4,651709.3,2560.0,321.0
128,2022-01-25,Makino-L2-Unit1-2015,Shopfloor-L2,12.2,54.2,35.3,0.912,25.833,297.0,22.61818354,No_Machine_Failure,14888229.7,316480.5,627146.4,3100.0,351.8
129,2022-01-25,Makino-L1-Unit1-2013,Shopfloor-L1,22.9,52.4,39.8,0.565,19.495,387.0,22.50834512,No_Machine_Failure,10937950.0,527674.8,699674.5,2770.0,353.5
130,2022-01-25,Makino-L2-Unit1-2015,Shopfloor-L2,22.6,49.6,39.5,1.246,15.139,473.0,22.67189058,No_Machine_Failure,10509013.5,305345.1,645577.2,2970.0,351.0
131,2022-01-25,Makino-L3-Unit1-2015,Shopfloor-L3,23.0,47.4,34.1,1.209,24.802,365.0,33.35511961,No_Machine_Failure,11275467.8,310696.0,641402.5,3060.0,353.5
132,2022-01-25,Makino-L2-Unit1-2015,Shopfloor-L2,12.4,51.6,28.7,1.03,28.053,397.0,24.88023765,Machine_Failure,5691000.0,556785.7,628701.0,2710.0,319.8
133,2022-01-26,Makino-L1-Unit1-2013,Shopfloor-L1,27.0,38.9,34.4,1.015,18.481,278.0,24.81686334,Machine_Failure,9052000.0,476496.7,594280.3,2720.0,320.6
134,2022-01-26,Makino-L3-Unit1-2015,Shopfloor-L3,18.3,53.1,36.2,1.297,32.328,343.0,24.82073412,Machine_Failure,9554000.0,476480.2,658575.9,3910.0,320.6
135,2022-01-26,Makino-L3-Unit1-2015,Shopfloor-L3,23.0,48.2,31.9,1.008,32.377,344.0,31.62033518,No_Machine_Failure,11128728.0,528269.9,717302.1,3060.0,295.4
136,2022-01-26,Makino-L1-Unit1-2013,Shopfloor-L1,24.4,36.4,33.6,0.939,29.835,370.0,24.79881565,Machine_Failure,7987000.0,476841.6,656472.6,2480.0,320.8
137,2022-01-26,Makino-L3-Unit1-2015,Shopfloor-L3,23.0,44.5,32.5,1.105,32.947,302.0,30.51400825,No_Machine_Failure,12144969.6,528188.6,637188.6,2820.0,270.0
138,2022-01-26,Makino-L1-Unit1-2013,Shopfloor-L1,28.7,43.1,28.0,1.523,19.803,308.0,24.31135102,Machine_Failure,8553000.0,486830.7,619241.3,3650.0,327.3
