Date,Machine_ID,Assembly_Line_No,Coolant_Temperature,Hydraulic_Oil_Temperature,Spindle_Bearing_Temperature,Spindle_Vibration,Tool_Vibration,Voltage,Torque,Hydraulic_Pressure,Coolant_Pressure,Air_System_Pressure,Cutting,Spindle_Speed,Downtime
2022-04-11,Makino-L1-Unit1-2013,Shopfloor-L1,26.5,50.0,32.3,0.834,25.212,405.0,17.89931102,9188000.0,451954.2,619610.7,2560.0,303.2,Machine_Failure
2022-03-08,Makino-L3-Unit1-2015,Shopfloor-L3,32.6,49.5,30.8,1.261,38.348,344.0,16.44955444,14114000.0,656033.2,702678.0,2280.0,442.1,Machine_Failure
2022-03-29,Makino-L1-Unit1-2013,Shopfloor-L1,12.3,46.2,36.2,0.276,31.194,388.0,17.89931102,5515000.0,466680.2,509141.1,2710.0,298.6,Machine_Failure
2022-04-05,Makino-L3-Unit1-2015,Shopfloor-L3,24.4,49.9,29.4,1.231,16.854,383.0,25.19936659,7617000.0,468824.0,587783.6,2560.0,390.5,Machine_Failure
2022-02-19,Makino-L2-Unit1-2015,Shopfloor-L2,29.8,37.8,30.9,1.56,11.008,352.0,24.44204383,5383000.0,484077.4,641905.8,2890.0,325.5,Machine_Failure
2022-04-13,Makino-L3-Unit1-2015,Shopfloor-L3,13.4,48.5,36.4,1.73,18.87,327.0,26.09467068,7130000.0,484252.1,716487.2,3690.0,442.1,Machine_Failure
2022-01-26,Makino-L3-Unit1-2015,Shopfloor-L3,16.8,41.8,41.7,0.906,27.42,381.0,24.32373771,6958000.0,486819.2,635058.5,2620.0,327.1,Machine_Failure
2022-03-07,Makino-L3-Unit1-2015,Shopfloor-L3,25.6,43.3,37.0,1.139,36.768,336.0,35.5812209,7644287.4,316608.3,706144.2,2020.0,237.8,No_Machine_Failure
2022-02-14,Makino-L2-Unit1-2015,Shopfloor-L2,17.9,46.6,31.8,1.089,20.541,406.0,15.90071615,6327000.0,497206.7,683555.9,2870.0,333.2,Machine_Failure
2022-01-29,Makino-L1-Unit1-2013,Shopfloor-L1,24.1,47.4,42.2,0.841,28.126,314.0,24.27426654,9430000.0,487828.6,621576.1,2630.0,327.8,Machine_Failure
2022-03-31,Makino-L1-Unit1-2013,Shopfloor-L1,11.5,46.2,37.6,0.661,18.75,366.0,25.61306937,13454000.0,456685.4,575837.1,3590.0,365.8,Machine_Failure
2022-03-08,Makino-L2-Unit1-2015,Shopfloor-L2,25.3,46.0,33.1,1.104,16.622,326.0,21.55703062,12636683.8,310598.2,632852.2,2880.0,295.4,No_Machine_Failure
2022-02-16,Makino-L2-Unit1-2015,Shopfloor-L2,26.4,44.2,33.1,1.281,11.693,320.0,24.89321097,8889000.0,683941.3,638270.2,3930.0,341.7,Machine_Failure
2022-03-22,Makino-L1-Unit1-2013,Shopfloor-L1,30.3,44.9,39.0,0.922,38.47,379.0,19.64778994,11819178.8,312601.1,670433.9,3250.0,405.0,No_Machine_Failure
2022-01-22,Makino-L3-Unit1-2015,Shopfloor-L3,10.6,45.5,35.2,1.5,34.791,325.0,22.63105001,9938790.2,524560.9,593317.0,1910.0,351.6,No_Machine_Failure
2022-04-04,Makino-L3-Unit1-2015,Shopfloor-L3,25.6,43.0,29.9,1.037,28.35,295.0,15.90071615,5629000.0,473414.0,648683.8,3610.0,425.5,Machine_Failure
2022-04-02,Makino-L3-Unit1-2015,Shopfloor-L3,20.3,41.4,30.4,0.77,23.408,331.0,23.69475878,15070332.9,500833.4,631918.2,2800.0,335.8,No_Machine_Failure
2022-02-25,Makino-L3-Unit1-2015,Shopfloor-L3,4.5,42.3,35.2,1.711,23.893,316.0,35.58033366,12143080.7,534166.2,635282.6,2020.0,357.9,No_Machine_Failure
2022-03-31,Makino-L3-Unit1-2015,Shopfloor-L3,24.4,53.7,35.0,0.742,34.247,356.0,25.61444361,9870000.0,683941.3,633763.5,3490.0,310.6,Machine_Failure
2022-03-17,Makino-L3-Unit1-2015,Shopfloor-L3,25.6,49.9,37.8,1.193,33.18,330.0,29.69471916,5960000.0,401026.7,647975.8,3550.0,268.0,Machine_Failure
2022-02-06,Makino-L2-Unit1-2015,Shopfloor-L2,11.9,42.7,32.3,0.898,30.63,207.0,23.63493242,8072648.8,502512.5,639727.9,1910.0,336.6,No_Machine_Failure
2022-05-04,Makino-L2-Unit1-2015,Shopfloor-L2,7.9,50.3,37.5,0.295,36.2,363.0,17.89931102,9870000.0,556785.7,647330.3,3670.0,307.2,Machine_Failure
2022-04-13,Makino-L1-Unit1-2013,Shopfloor-L1,24.8,44.8,36.5,0.838,19.441,301.0,25.98247524,8257000.0,455174.9,666231.8,2550.0,306.2,Machine_Failure
2022-03-23,Makino-L1-Unit1-2013,Shopfloor-L1,26.4,43.0,35.7,1.484,19.249,362.0,33.35511961,11807441.0,479493.9,718348.8,3220.0,377.9,No_Machine_Failure
2022-03-20,Makino-L1-Unit1-2013,Shopfloor-L1,11.2,53.6,38.0,0.703,31.127,303.0,29.26871436,9740000.0,407116.4,617894.9,2190.0,346.7,Machine_Failure
2022-03-21,Makino-L2-Unit1-2015,Shopfloor-L2,20.2,46.5,36.1,0.583,27.952,350.0,28.27708346,8563000.0,421261.9,685626.9,2240.0,460.2,Machine_Failure
2022-02-26,Makino-L3-Unit1-2015,Shopfloor-L3,30.3,50.1,33.7,1.55,30.585,372.0,23.91194591,5910000.0,496207.6,721340.9,2620.0,332.8,Machine_Failure
2022-04-18,Makino-L2-Unit1-2015,Shopfloor-L2,9.9,42.3,37.2,1.407,24.69,319.0,34.97300419,13636539.6,378509.2,678068.5,1990.0,350.6,No_Machine_Failure
2022-03-23,Makino-L2-Unit1-2015,Shopfloor-L2,24.4,47.7,30.4,1.414,32.226,401.0,29.06203202,9138000.0,456685.4,588911.2,3670.0,443.4,Machine_Failure
2022-04-02,Makino-L2-Unit1-2015,Shopfloor-L2,26.8,50.9,36.9,0.763,27.324,344.0,25.06573559,8015000.0,471656.4,644628.1,3930.0,317.4,Machine_Failure
2022-03-02,Makino-L1-Unit1-2013,Shopfloor-L1,10.6,42.5,35.5,1.269,37.846,412.0,34.97300419,12540342.3,547302.8,683930.4,3180.0,365.9,No_Machine_Failure
2022-03-23,Makino-L2-Unit1-2015,Shopfloor-L2,24.4,56.9,35.3,1.322,31.812,310.0,28.91592974,7340000.0,689318.2,650557.9,3590.0,442.1,Machine_Failure
2022-02-10,Makino-L2-Unit1-2015,Shopfloor-L2,17.6,47.8,33.8,1.107,20.281,343.0,14.10999444,5551000.0,656033.2,617322.2,3610.0,346.7,Machine_Failure
2022-02-03,Makino-L3-Unit1-2015,Shopfloor-L3,9.9,47.4,35.7,1.595,24.794,324.0,31.5210747,9148687.5,498100.4,592701.1,2580.0,333.8,No_Machine_Failure
2022-03-09,Makino-L3-Unit1-2015,Shopfloor-L3,30.3,45.2,31.1,1.256,23.465,286.0,26.64371024,6032000.0,689318.2,641855.6,3490.0,443.4,Machine_Failure
2022-03-11,Makino-L2-Unit1-2015,Shopfloor-L2,8.6,49.4,33.7,0.886,31.979,378.0,26.5621766,12186000.0,445718.5,683269.5,3930.0,443.4,Machine_Failure
2022-02-04,Makino-L3-Unit1-2015,Shopfloor-L3,6.8,44.7,43.0,0.839,20.558,426.0,23.48032658,7462613.1,305345.1,709827.3,2670.0,235.9,No_Machine_Failure
2022-02-13,Makino-L1-Unit1-2013,Shopfloor-L1,7.4,52.1,26.8,0.957,24.189,423.0,20.81543492,12605669.5,389503.1,629289.2,1950.0,382.2,No_Machine_Failure
2022-01-17,Makino-L2-Unit1-2015,Shopfloor-L2,21.1,49.4,26.5,1.118,26.676,372.0,30.51400825,14344013.5,508021.5,771244.1,1910.0,340.6,No_Machine_Failure
2022-03-22,Makino-L2-Unit1-2015,Shopfloor-L2,9.9,49.7,37.8,1.57,16.967,367.0,35.58033366,13503008.0,622998.2,604799.3,3370.0,408.5,No_Machine_Failure
2022-04-27,Makino-L3-Unit1-2015,Shopfloor-L3,4.1,43.4,41.1,1.212,26.537,344.0,25.64609186,7648000.0,556785.7,715236.0,2770.0,435.9,Machine_Failure
2022-02-17,Makino-L3-Unit1-2015,Shopfloor-L3,25.6,42.4,38.2,0.854,24.18,336.0,24.37589992,6213000.0,485492.3,689374.0,3670.0,326.4,Machine_Failure
2022-03-05,Makino-L2-Unit1-2015,Shopfloor-L2,10.6,47.3,40.8,0.932,17.434,376.0,30.51400825,9709834.2,312601.1,709698.8,2880.0,235.9,No_Machine_Failure
2022-04-07,Makino-L1-Unit1-2013,Shopfloor-L1,15.3,43.6,39.9,1.05,27.848,311.0,17.89931102,14598000.0,456685.4,681276.3,2580.0,442.1,Machine_Failure
2022-02-21,Makino-L3-Unit1-2015,Shopfloor-L3,4.5,52.5,32.4,0.652,31.999,389.0,20.22804118,8945874.7,312601.1,651365.3,1870.0,295.4,No_Machine_Failure
2022-04-10,Makino-L1-Unit1-2013,Shopfloor-L1,10.5,47.8,30.6,1.427,22.523,321.0,26.16905114,6805000.0,484252.1,637182.3,3570.0,304.0,Machine_Failure
2022-03-15,Makino-L3-Unit1-2015,Shopfloor-L3,24.4,41.6,33.3,0.487,37.705,390.0,30.33049555,7066000.0,395732.9,600245.2,2110.0,443.4,Machine_Failure
2022-02-10,Makino-L1-Unit1-2013,Shopfloor-L1,11.9,46.3,30.8,1.075,31.613,441.0,23.75843535,8072648.8,500132.1,674759.4,2020.0,334.9,No_Machine_Failure
2022-03-05,Makino-L3-Unit1-2015,Shopfloor-L3,5.7,44.3,37.0,1.038,26.126,299.0,34.97300419,13486680.4,554816.7,764478.6,3000.0,295.4,No_Machine_Failure
2022-04-07,Makino-L1-Unit1-2013,Shopfloor-L1,20.3,44.4,42.4,0.988,31.699,348.0,23.70534783,10997739.4,316676.9,630925.0,2810.0,270.0,No_Machine_Failure
2022-03-22,Makino-L1-Unit1-2013,Shopfloor-L1,16.6,52.0,30.9,1.406,30.631,369.0,27.94930039,8811000.0,556785.7,582612.7,2600.0,284.7,Machine_Failure
2022-03-08,Makino-L1-Unit1-2013,Shopfloor-L1,25.0,54.6,31.0,1.473,17.529,295.0,35.58033366,10050694.1,312601.1,687007.8,2010.0,295.4,No_Machine_Failure
2022-04-02,Makino-L3-Unit1-2015,Shopfloor-L3,5.0,54.6,39.6,1.002,38.81,324.0,25.02893992,6675000.0,472340.2,676673.0,3910.0,442.1,Machine_Failure
2022-03-02,Makino-L1-Unit1-2013,Shopfloor-L1,16.8,51.9,34.9,0.753,21.003,294.0,17.89931102,9870000.0,689318.2,651079.7,2590.0,425.5,Machine_Failure
2022-07-03,Makino-L1-Unit1-2013,Shopfloor-L1,10.2,47.53333333333333,40.5,1.257,30.986,291.0,16.44955444,13737000.0,474577.4,634046.4,2570.0,319.2,Machine_Failure
2022-02-20,Makino-L3-Unit1-2015,Shopfloor-L3,29.0,50.4,39.6,1.175,31.195,399.0,20.10791003,13791524.3,597335.2,693664.1,1880.0,395.7,No_Machine_Failure
2022-04-25,Makino-L3-Unit1-2015,Shopfloor-L3,21.4,49.0,31.1,0.572,25.038,417.0,35.58033366,12557079.8,511508.0,667975.2,2020.0,307.3,No_Machine_Failure
2022-03-28,Makino-L2-Unit1-2015,Shopfloor-L2,9.9,53.0,33.7,0.538,21.729,378.0,20.96719224,10044575.0,568161.1,645137.7,2990.0,320.0,No_Machine_Failure
2022-03-24,Makino-L1-Unit1-2013,Shopfloor-L1,25.9,43.4,31.5,1.346,20.061,211.0,33.35511961,13445196.4,559365.0,569631.2,3170.0,373.4,No_Machine_Failure
2022-03-06,Makino-L3-Unit1-2015,Shopfloor-L3,12.4,54.9,31.8,0.486,24.596,352.0,16.44955444,5980000.0,429939.2,663411.5,2560.0,390.5,Machine_Failure
2022-03-03,Makino-L1-Unit1-2013,Shopfloor-L1,8.4,50.9,32.2,1.838,20.313,386.0,27.45741071,8645000.0,433036.4,739925.5,3690.0,442.1,Machine_Failure
2022-02-18,Makino-L2-Unit1-2015,Shopfloor-L2,18.5,50.4,38.6,0.441,17.117,282.0,24.28661546,5569000.0,456685.4,630323.9,3580.0,443.4,Machine_Failure
2022-02-24,Makino-L2-Unit1-2015,Shopfloor-L2,27.0,47.3,36.0,1.596,25.165,350.0,24.65664704,6799000.0,480407.3,671129.5,2670.0,322.7,Machine_Failure
2022-03-12,Makino-L3-Unit1-2015,Shopfloor-L3,28.7,45.8,29.9,0.845,21.577,353.0,27.05133726,12186000.0,439303.0,645216.9,2400.0,294.1,Machine_Failure
2022-03-18,Makino-L2-Unit1-2015,Shopfloor-L2,12.2,50.4,38.1,0.989,25.065,328.0,34.97300419,13336052.8,579799.2,611730.0,2020.0,386.2,No_Machine_Failure
2022-03-28,Makino-L2-Unit1-2015,Shopfloor-L2,26.6,50.0,36.8,0.858,27.823,368.0,20.9515492,11740180.5,568688.0,687429.0,2020.0,379.8,No_Machine_Failure
2022-03-14,Makino-L1-Unit1-2013,Shopfloor-L1,26.4,45.8,29.4,1.45,16.633,299.0,29.754461016666667,9468000.0,441886.5,690536.0,2490.0,296.6,Machine_Failure
2022-01-31,Makino-L3-Unit1-2015,Shopfloor-L3,9.7,48.1,35.8,0.946,32.774,302.0,24.472114,7833000.0,656033.2,585897.9,2710.0,442.1,Machine_Failure
2022-04-17,Makino-L1-Unit1-2013,Shopfloor-L1,10.9,53.6,34.3,1.231,22.266,266.0,26.29010408,9117000.0,451429.1,620282.8,3580.0,341.7,Machine_Failure
2022-02-19,Makino-L3-Unit1-2015,Shopfloor-L3,6.8,50.8,31.9,1.236,35.406,285.0,19.16430493,17307146.0,637010.9,639896.6,2170.0,320.0,No_Machine_Failure
2022-03-19,Makino-L2-Unit1-2015,Shopfloor-L2,24.8,51.7,33.3,1.093,21.537,356.0,31.27223896,9674000.0,385280.2,696870.0,2250.0,254.4,Machine_Failure
2022-04-04,Makino-L3-Unit1-2015,Shopfloor-L3,20.1,50.7,36.8,0.615,24.094,273.0,24.96872385,7106000.0,656033.2,651411.8,3580.0,318.7,Machine_Failure
2022-04-07,Makino-L2-Unit1-2015,Shopfloor-L2,30.3,45.7,29.7,1.088,27.793,301.0,15.1197393,12595000.0,486086.2,676953.4,3550.0,316.9,Machine_Failure
2022-03-17,Makino-L3-Unit1-2015,Shopfloor-L3,9.9,47.3,31.3,1.451,14.731,318.0,20.05975041,8113822.1,379559.4,649497.1,1870.0,396.6,No_Machine_Failure
2022-03-08,Makino-L1-Unit1-2013,Shopfloor-L1,17.2,54.7,37.2,1.363,23.179,313.0,27.56044337,7461000.0,683941.3,560038.0,3910.0,460.2,Machine_Failure
2022-04-28,Makino-L3-Unit1-2015,Shopfloor-L3,21.1,46.1,37.1,1.396,26.128,367.0,23.34598269,12753087.1,508804.7,604414.6,1950.0,340.8,No_Machine_Failure
2022-03-11,Makino-L2-Unit1-2015,Shopfloor-L2,23.4,42.6,33.0,1.035,29.529,358.0,22.32415244,13793842.7,531817.3,660769.1,1870.0,295.4,No_Machine_Failure
2022-04-28,Makino-L2-Unit1-2015,Shopfloor-L2,21.0,45.7,25.2,0.256,25.477,334.0,23.38142815,10793166.1,310696.0,646556.4,2710.0,340.3,No_Machine_Failure
2022-02-25,Makino-L2-Unit1-2015,Shopfloor-L2,26.0,50.3,34.3,1.126,40.503,336.0,24.72944833,13593000.0,478714.4,666916.2,3670.0,443.4,Machine_Failure
2022-05-01,Makino-L1-Unit1-2013,Shopfloor-L1,26.4,44.1,40.1,1.322,27.535,240.0,15.1197393,12595000.0,458453.8,688061.3,3670.0,460.2,Machine_Failure
2022-03-11,Makino-L3-Unit1-2015,Shopfloor-L3,11.3,49.4,37.5,1.012,29.738,330.0,26.50613514,5181000.0,447051.1,690139.6,2340.0,390.5,Machine_Failure
2022-03-05,Makino-L2-Unit1-2015,Shopfloor-L2,25.6,40.7,35.5,1.239,31.519,353.0,27.7430265,6490000.0,429396.0,675661.8,3550.0,298.6,Machine_Failure
2022-03-13,Makino-L2-Unit1-2015,Shopfloor-L2,11.9,50.6,36.8,1.025,21.295,289.0,22.08660652,12853695.4,316480.5,655967.5,2970.0,360.2,No_Machine_Failure
2022-03-25,Makino-L2-Unit1-2015,Shopfloor-L2,10.0,47.5,35.2,1.202,32.594,372.0,28.42186105,14598000.0,418150.0,668718.7,2380.0,280.0,Machine_Failure
2022-02-19,Makino-L2-Unit1-2015,Shopfloor-L2,4.5,49.3,37.2,1.086,30.031,305.0,19.1151952,13737035.0,653635.3,617783.5,3000.0,295.4,No_Machine_Failure
2022-05-02,Makino-L3-Unit1-2015,Shopfloor-L3,29.8,48.1,38.3,0.97,15.965,352.0,25.88246137,9120000.0,696063.6,597825.4,3550.0,307.4,Machine_Failure
2022-03-21,Makino-L3-Unit1-2015,Shopfloor-L3,11.9,47.2,41.3,0.496,15.469,298.0,32.51929855,8296880.8,601364.1,649665.9,3230.0,253.6,No_Machine_Failure
2022-03-02,Makino-L3-Unit1-2015,Shopfloor-L3,29.8,50.0,28.6,0.648,38.874,356.0,15.1197393,7152000.0,435165.5,670846.3,2500.0,365.8,Machine_Failure
2022-04-19,Makino-L1-Unit1-2013,Shopfloor-L1,29.8,48.6,35.2,1.023,21.706,297.0,26.31473928,7230000.0,450621.5,688101.7,2430.0,390.5,Machine_Failure
2022-03-28,Makino-L3-Unit1-2015,Shopfloor-L3,11.9,49.3,40.2,1.274,25.177,360.0,34.97300419,11546231.2,575137.9,608982.5,3200.0,383.4,No_Machine_Failure
2022-04-09,Makino-L1-Unit1-2013,Shopfloor-L1,4.5,45.6,29.2,0.861,10.198,326.0,22.7865973,9836514.1,521200.9,619590.6,3080.0,349.2,No_Machine_Failure
2022-04-03,Makino-L2-Unit1-2015,Shopfloor-L2,24.1,37.6,34.0,0.904,22.074,464.0,24.99879562,9081000.0,473062.3,626714.6,3590.0,298.6,Machine_Failure
2022-03-21,Makino-L1-Unit1-2013,Shopfloor-L1,24.4,51.5,32.4,0.689,25.181,402.0,28.25031067,6136000.0,421630.8,624250.6,2560.0,281.6,Machine_Failure
2022-02-01,Makino-L2-Unit1-2015,Shopfloor-L2,29.8,53.2,36.2,0.84,31.58,385.0,24.40955108,9669000.0,593661.0,710935.5,3550.0,392.9,Machine_Failure
2022-03-06,Makino-L2-Unit1-2015,Shopfloor-L2,6.8,49.0,41.3,1.176,21.706,362.0,32.51929855,13199799.5,388883.5,663708.5,1870.0,307.3,No_Machine_Failure
2022-03-22,Makino-L1-Unit1-2013,Shopfloor-L1,30.4,54.9,39.6,0.893,23.96,338.0,19.64051508,11437680.7,618924.9,650318.8,3370.0,405.1,No_Machine_Failure
2022-03-05,Makino-L3-Unit1-2015,Shopfloor-L3,6.8,46.8,30.9,1.31,30.671,307.0,21.85406271,8072648.8,310598.2,639431.6,1880.0,364.1,No_Machine_Failure
2022-04-04,Makino-L1-Unit1-2013,Shopfloor-L1,4.5,44.2,38.7,1.571,38.513,354.0,31.5210747,14256130.8,502099.3,644880.1,2610.0,336.4,No_Machine_Failure
2022-03-11,Makino-L2-Unit1-2015,Shopfloor-L2,25.6,49.2,33.5,1.302,23.887,415.0,26.4973081,6740000.0,447157.1,692159.1,3910.0,365.8,Machine_Failure
2022-03-23,Makino-L3-Unit1-2015,Shopfloor-L3,26.4,54.7,29.2,1.488,23.444,372.0,21.06526056,15954451.1,388883.5,656400.0,1950.0,377.7,No_Machine_Failure
2022-03-16,Makino-L1-Unit1-2013,Shopfloor-L1,26.4,52.9,33.0,0.813,25.589,365.0,29.39305504,15722000.0,405409.4,663767.9,2270.0,270.7,Machine_Failure
2022-03-14,Makino-L1-Unit1-2013,Shopfloor-L1,28.7,47.9,33.4,1.29,20.532,364.0,14.20288973,6270000.0,440687.2,636544.3,2570.0,298.6,Machine_Failure
2022-03-30,Makino-L1-Unit1-2013,Shopfloor-L1,29.8,43.7,40.2,2.0,30.001,303.0,15.1197393,7219000.0,463196.4,722881.9,3910.0,311.3,Machine_Failure
2022-01-28,Makino-L2-Unit1-2015,Shopfloor-L2,22.1,51.8,31.0,0.867,28.699,412.0,33.92336502,11245047.4,310598.2,718593.2,2110.0,221.2,No_Machine_Failure
2022-02-16,Makino-L1-Unit1-2013,Shopfloor-L1,26.1,52.8,34.7,0.696,24.818,294.0,32.51929855,10874958.6,562579.3,615983.6,1910.0,375.4,No_Machine_Failure
2022-01-30,Makino-L3-Unit1-2015,Shopfloor-L3,17.3,47.7,39.7,0.969,21.076,372.0,24.47336853,5039000.0,591835.7,593272.3,3330.0,390.5,Machine_Failure
2022-03-15,Makino-L2-Unit1-2015,Shopfloor-L2,30.3,50.0,38.6,1.217,23.837,363.0,30.11050142,9034000.0,456685.4,721524.3,3670.0,264.2,Machine_Failure
2022-01-31,Makino-L1-Unit1-2013,Shopfloor-L1,22.4,51.8,37.1,1.13,20.662,278.0,35.58033366,12745935.9,522975.4,641734.0,1850.0,295.4,No_Machine_Failure
2021-12-29,Makino-L3-Unit1-2015,Shopfloor-L3,8.7,52.5,36.1,1.045,29.013,359.0,23.3585478,13943402.5,310598.2,592864.3,2720.0,320.0,No_Machine_Failure
2022-04-02,Makino-L3-Unit1-2015,Shopfloor-L3,7.8,45.2,32.7,1.242,28.542,347.0,25.51451018,8141000.0,463505.1,656218.0,3550.0,311.8,Machine_Failure
2022-03-04,Makino-L1-Unit1-2013,Shopfloor-L1,7.4,42.0,29.7,1.39,26.596,323.0,21.85806511,7775850.0,389503.1,620972.8,2870.0,364.0,No_Machine_Failure
2022-02-19,Makino-L3-Unit1-2015,Shopfloor-L3,30.3,47.1,31.7,1.422,14.404,319.0,24.42703643,8575000.0,484523.8,646775.9,2650.0,325.7,Machine_Failure
2022-03-07,Makino-L3-Unit1-2015,Shopfloor-L3,15.3,44.6,33.4,1.199,17.382,282.0,27.91334854,9873000.0,683941.3,727921.4,3550.0,285.0,Machine_Failure
2022-02-25,Makino-L3-Unit1-2015,Shopfloor-L3,23.4,52.7,34.0,1.643,19.714,398.0,22.30641996,12758239.8,532158.6,663029.3,2880.0,253.6,No_Machine_Failure
2022-03-12,Makino-L2-Unit1-2015,Shopfloor-L2,23.2,47.5,33.6,1.17,6.977,312.0,22.39431466,14914303.0,530259.2,630417.8,1880.0,237.8,No_Machine_Failure
2022-04-17,Makino-L2-Unit1-2015,Shopfloor-L2,11.9,47.6,25.3,1.15,26.111,325.0,35.58033366,8072648.8,314099.5,655507.0,3080.0,237.8,No_Machine_Failure
2022-03-28,Makino-L2-Unit1-2015,Shopfloor-L2,26.7,43.7,31.8,0.506,31.193,278.0,25.25669241,7341000.0,467334.6,663315.7,2740.0,315.0,Machine_Failure
2022-03-27,Makino-L2-Unit1-2015,Shopfloor-L2,27.4,48.5,34.0,0.746,28.87,344.0,20.67570377,12647995.3,575883.0,725273.2,3190.0,384.8,No_Machine_Failure
2022-03-24,Makino-L2-Unit1-2015,Shopfloor-L2,4.5,51.1,34.9,0.602,27.411,416.0,35.58033366,13690813.0,559058.7,711436.3,1870.0,372.8,No_Machine_Failure
2022-04-30,Makino-L1-Unit1-2013,Shopfloor-L1,28.7,44.0,35.3,1.032,32.456,315.0,15.1197393,7553000.0,460507.6,660666.1,2590.0,309.9,Machine_Failure
2022-01-28,Makino-L1-Unit1-2013,Shopfloor-L1,22.9,50.0,36.1,0.733,18.944,372.0,32.37045571,12435229.8,526750.3,638739.7,2740.0,353.1,No_Machine_Failure
2022-04-02,Makino-L3-Unit1-2015,Shopfloor-L3,4.5,44.8,37.4,0.941,23.135,479.0,31.62033518,11869769.1,502950.3,661599.8,2790.0,336.8,No_Machine_Failure
2022-04-04,Makino-L1-Unit1-2013,Shopfloor-L1,20.4,43.8,37.7,0.744,21.084,361.0,32.37045571,12291972.2,501681.6,599143.3,1910.0,336.3,No_Machine_Failure
2022-01-26,Makino-L1-Unit1-2013,Shopfloor-L1,25.6,44.9,38.2,0.855,30.429,289.0,24.81170417,7266000.0,476649.2,638046.3,2570.0,320.7,Machine_Failure
2022-04-18,Makino-L3-Unit1-2015,Shopfloor-L3,24.4,53.6,31.2,1.378,27.837,325.0,14.20288973,5500000.0,591835.7,695856.2,3670.0,302.6,Machine_Failure
2022-03-21,Makino-L2-Unit1-2015,Shopfloor-L2,29.8,55.9,35.1,1.376,22.82,404.0,19.8141446,8827913.4,310598.2,652162.5,3360.0,401.6,No_Machine_Failure
2022-02-02,Makino-L2-Unit1-2015,Shopfloor-L2,6.8,45.4,32.8,0.775,30.753,377.0,22.77029476,14122829.8,521650.5,668663.2,2880.0,349.4,No_Machine_Failure
2022-03-25,Makino-L1-Unit1-2013,Shopfloor-L1,7.6,48.3,39.7,1.459,24.305,460.0,28.45913562,8307000.0,417936.1,587485.7,2210.0,279.6,Machine_Failure
2022-03-24,Makino-L3-Unit1-2015,Shopfloor-L3,7.4,44.0,40.0,1.213,15.52,303.0,32.37045571,14191555.3,561963.1,667898.2,3000.0,375.2,No_Machine_Failure
2022-02-23,Makino-L3-Unit1-2015,Shopfloor-L3,19.3,43.0,35.4,1.336,27.2,356.0,24.89191303,6651000.0,475410.0,608486.4,3550.0,443.4,Machine_Failure
2022-03-28,Makino-L1-Unit1-2013,Shopfloor-L1,8.7,44.2,29.4,0.675,26.968,349.0,20.86638402,13473443.7,571779.5,670467.6,3270.0,307.3,No_Machine_Failure
2022-01-21,Makino-L1-Unit1-2013,Shopfloor-L1,21.3,57.2,37.5,0.635,14.487,338.0,23.22898015,13173981.6,305345.1,623055.7,2170.0,235.9,No_Machine_Failure
2022-04-13,Makino-L3-Unit1-2015,Shopfloor-L3,32.6,46.8,33.9,1.138,30.774,313.0,26.06617527,6665000.0,454296.8,659527.4,2400.0,305.2,Machine_Failure
